quote_date,item_id,p_mean,p_75,p_median,p_25,p_sd,date,dateStata,dateISO,obs,year,month,quarter,itemName
200406,212709,0.2662992,0.32,0.25,0.2,0.0881591,197,01/06/2004,01/06/2004,107774,2004,6,2,oranges
200406,212016,1.652677,1.85,1.62,1.59,0.4342672,197,01/06/2004,01/06/2004,107774,2004,6,2,orange juice
200406,212717,1.354769,1.485,1.3,1.19,0.3028009,197,01/06/2004,01/06/2004,107774,2004,6,2,apples
200407,212917,0.5874468,0.64,0.64,0.41,0.1358352,198,01/07/2004,01/07/2004,106865,2004,7,3,Ketchup
200407,212709,0.2773152,0.33,0.25,0.22,0.0867343,198,01/07/2004,01/07/2004,106865,2004,7,3,oranges
200407,212515,1.256745,1.43,1.09,0.99,0.3993193,198,01/07/2004,01/07/2004,106865,2004,7,3,Tomatoes
200407,212717,1.372634,1.5,1.3,1.19,0.301656,198,01/07/2004,01/07/2004,106865,2004,7,3,apples
200407,212016,1.66016,1.92,1.62,1.53,0.4258293,198,01/07/2004,01/07/2004,106865,2004,7,3,orange juice
200408,212709,0.2746484,0.33,0.25,0.19,0.0891742,199,01/08/2004,01/08/2004,105050,2004,8,3,oranges
200408,212515,1.236096,1.3,1.08,0.99,0.4659733,199,01/08/2004,01/08/2004,105050,2004,8,3,Tomatoes
200408,212717,1.337754,1.49,1.29,1.095,0.3172066,199,01/08/2004,01/08/2004,105050,2004,8,3,apples
200408,212016,1.639016,1.89,1.62,1.59,0.4405995,199,01/08/2004,01/08/2004,105050,2004,8,3,orange juice
200408,212917,0.5834225,0.64,0.64,0.41,0.1303884,199,01/08/2004,01/08/2004,105050,2004,8,3,Ketchup
200409,212709,0.2716599,0.3,0.26,0.19,0.0859291,200,01/09/2004,01/09/2004,104170,2004,9,3,oranges
200409,212016,1.637869,1.85,1.62,1.59,0.4428817,200,01/09/2004,01/09/2004,104170,2004,9,3,orange juice
200409,212917,0.583388,0.64,0.64,0.41,0.1335298,200,01/09/2004,01/09/2004,104170,2004,9,3,Ketchup
200409,212717,1.342449,1.48,1.29,1.1,0.3086574,200,01/09/2004,01/09/2004,104170,2004,9,3,apples
200409,212515,1.347857,1.52,1.29,1,0.4650144,200,01/09/2004,01/09/2004,104170,2004,9,3,Tomatoes
200410,212709,0.2689431,0.3,0.25,0.19,0.0871341,201,01/10/2004,01/10/2004,105471,2004,10,4,oranges
200410,212717,1.326653,1.47,1.29,1.09,0.3059953,201,01/10/2004,01/10/2004,105471,2004,10,4,apples
200410,212016,1.714677,1.99,1.655,1.62,0.3984409,201,01/10/2004,01/10/2004,105471,2004,10,4,orange juice
200410,212917,0.5888541,0.66,0.64,0.41,0.1332114,201,01/10/2004,01/10/2004,105471,2004,10,4,Ketchup
200410,212515,1.36893,1.52,1.29,1.09,0.4336331,201,01/10/2004,01/10/2004,105471,2004,10,4,Tomatoes
200411,212709,0.2711811,0.3,0.25,0.19,0.0872968,202,01/11/2004,01/11/2004,106502,2004,11,4,oranges
200411,212717,1.316827,1.48,1.29,1.09,0.3093606,202,01/11/2004,01/11/2004,106502,2004,11,4,apples
200411,212515,1.368455,1.5,1.29,1.09,0.4261532,202,01/11/2004,01/11/2004,106502,2004,11,4,Tomatoes
200411,212016,1.70648,1.99,1.68,1.62,0.3882971,202,01/11/2004,01/11/2004,106502,2004,11,4,orange juice
200411,212917,0.5884239,0.66,0.64,0.41,0.1345391,202,01/11/2004,01/11/2004,106502,2004,11,4,Ketchup
200412,212917,0.6099415,0.66,0.64,0.55,0.142509,203,01/12/2004,01/12/2004,106782,2004,12,4,Ketchup
200412,212016,1.637895,1.69,1.62,1.49,0.3929223,203,01/12/2004,01/12/2004,106782,2004,12,4,orange juice
200412,212515,1.640601,1.76,1.49,1.38,0.5640315,203,01/12/2004,01/12/2004,106782,2004,12,4,Tomatoes
200412,212709,0.2733333,0.3,0.25,0.2,0.0879776,203,01/12/2004,01/12/2004,106782,2004,12,4,oranges
200412,212717,1.318492,1.41,1.3,1.09,0.3041547,203,01/12/2004,01/12/2004,106782,2004,12,4,apples
200501,212515,1.838099,1.96,1.595,1.55,0.6618838,204,01/01/2005,01/01/2005,103613,2005,1,1,Tomatoes
200501,212917,0.6129341,0.66,0.64,0.59,0.1437925,204,01/01/2005,01/01/2005,103613,2005,1,1,Ketchup
200501,212709,0.2665476,0.3,0.25,0.19,0.0881211,204,01/01/2005,01/01/2005,103613,2005,1,1,oranges
200501,212016,1.611417,1.99,1.62,1.12,0.4729101,204,01/01/2005,01/01/2005,103613,2005,1,1,orange juice
200501,212717,1.312196,1.39,1.3,1.09,0.3074532,204,01/01/2005,01/01/2005,103613,2005,1,1,apples
200502,212917,0.6158025,0.66,0.64,0.55,0.1492413,205,01/02/2005,01/02/2005,108851,2005,2,1,Ketchup
200502,212515,1.881822,1.99,1.69,1.59,0.6435713,205,01/02/2005,01/02/2005,108851,2005,2,1,Tomatoes
200502,212016,1.687563,1.99,1.68,1.62,0.407828,205,01/02/2005,01/02/2005,108851,2005,2,1,orange juice
200502,212717,1.310367,1.39,1.29,1.09,0.324313,205,01/02/2005,01/02/2005,108851,2005,2,1,apples
200502,212709,0.2658436,0.3,0.25,0.19,0.0860977,205,01/02/2005,01/02/2005,108851,2005,2,1,oranges
200503,212709,0.269243,0.3,0.25,0.22,0.0818036,206,01/03/2005,01/03/2005,109174,2005,3,1,oranges
200503,212515,1.928397,1.99,1.74,1.58,0.7246511,206,01/03/2005,01/03/2005,109174,2005,3,1,Tomatoes
200503,212917,0.6050327,0.66,0.64,0.47,0.1494821,206,01/03/2005,01/03/2005,109174,2005,3,1,Ketchup
200503,212016,1.65084,1.85,1.68,1.53,0.4059256,206,01/03/2005,01/03/2005,109174,2005,3,1,orange juice
200503,212717,1.309344,1.39,1.29,1.08,0.3371564,206,01/03/2005,01/03/2005,109174,2005,3,1,apples
200504,212917,0.6187428,0.66,0.64,0.64,0.151531,207,01/04/2005,01/04/2005,112133,2005,4,2,Ketchup
200504,212709,0.26448,0.3,0.25,0.2,0.0865998,207,01/04/2005,01/04/2005,112133,2005,4,2,oranges
200504,212016,1.608254,1.85,1.69,1.27,0.4171812,207,01/04/2005,01/04/2005,112133,2005,4,2,orange juice
200504,212717,1.316855,1.39,1.29,1.08,0.348563,207,01/04/2005,01/04/2005,112133,2005,4,2,apples
200504,212515,1.788256,1.95,1.65,1.49,0.6447831,207,01/04/2005,01/04/2005,112133,2005,4,2,Tomatoes
200505,212717,1.245753,1.35,1.29,1.08,0.1818736,208,01/05/2005,01/05/2005,111815,2005,5,2,apples
200505,212709,0.2510448,0.29,0.25,0.19,0.0665554,208,01/05/2005,01/05/2005,111815,2005,5,2,oranges
200505,212016,1.595259,1.85,1.62,1.28,0.3573322,208,01/05/2005,01/05/2005,111815,2005,5,2,orange juice
200505,212917,0.6536552,0.66,0.64,0.64,0.0490438,208,01/05/2005,01/05/2005,111815,2005,5,2,Ketchup
200505,212515,1.681094,1.8,1.59,1.5,0.2436592,208,01/05/2005,01/05/2005,111815,2005,5,2,Tomatoes
200506,212709,0.2556126,0.29,0.25,0.19,0.0861346,209,01/06/2005,01/06/2005,114133,2005,6,2,oranges
200506,212515,1.672682,1.72,1.49,1.37,0.8464644,209,01/06/2005,01/06/2005,114133,2005,6,2,Tomatoes
200506,212717,1.311084,1.4,1.29,1.09,0.3217881,209,01/06/2005,01/06/2005,114133,2005,6,2,apples
200506,212917,0.5996907,0.66,0.64,0.41,0.1521109,209,01/06/2005,01/06/2005,114133,2005,6,2,Ketchup
200506,212016,1.590388,1.89,1.62,1.22,0.4416029,209,01/06/2005,01/06/2005,114133,2005,6,2,orange juice
200507,212515,1.597148,1.63,1.43,1.29,0.7509936,210,01/07/2005,01/07/2005,112702,2005,7,3,Tomatoes
200507,212016,1.628618,1.89,1.68,1.35,0.4160712,210,01/07/2005,01/07/2005,112702,2005,7,3,orange juice
200507,212717,1.322816,1.45,1.29,1.15,0.3237888,210,01/07/2005,01/07/2005,112702,2005,7,3,apples
200507,212917,0.6002703,0.66,0.64,0.41,0.1511242,210,01/07/2005,01/07/2005,112702,2005,7,3,Ketchup
200507,212709,0.2590945,0.29,0.245,0.2,0.0838286,210,01/07/2005,01/07/2005,112702,2005,7,3,oranges
200508,212717,1.306627,1.395,1.29,1.17,0.3189377,211,01/08/2005,01/08/2005,111794,2005,8,3,apples
200508,212709,0.2593359,0.29,0.24,0.2,0.0809984,211,01/08/2005,01/08/2005,111794,2005,8,3,oranges
200508,212016,1.643798,1.89,1.69,1.53,0.3696244,211,01/08/2005,01/08/2005,111794,2005,8,3,orange juice
200508,212917,0.5979781,0.66,0.64,0.41,0.1492353,211,01/08/2005,01/08/2005,111794,2005,8,3,Ketchup
200508,212515,1.55444,1.645,1.355,1.19,0.6866714,211,01/08/2005,01/08/2005,111794,2005,8,3,Tomatoes
200509,212717,1.284524,1.385,1.22,1.08,0.3406628,212,01/09/2005,01/09/2005,111426,2005,9,3,apples
200509,212515,1.530344,1.65,1.3,1.16,0.7332295,212,01/09/2005,01/09/2005,111426,2005,9,3,Tomatoes
200509,212709,0.2558779,0.29,0.24,0.19,0.084698,212,01/09/2005,01/09/2005,111426,2005,9,3,oranges
200509,212917,0.5998412,0.66,0.64,0.41,0.1514662,212,01/09/2005,01/09/2005,111426,2005,9,3,Ketchup
200509,212016,1.585349,1.89,1.68,1.25,0.4370981,212,01/09/2005,01/09/2005,111426,2005,9,3,orange juice
200510,212717,1.281774,1.43,1.19,1.075,0.3551462,213,01/10/2005,01/10/2005,108500,2005,10,4,apples
200510,212515,1.459655,1.59,1.25,1.09,0.7106737,213,01/10/2005,01/10/2005,108500,2005,10,4,Tomatoes
200510,212709,0.2496875,0.29,0.24,0.19,0.0836842,213,01/10/2005,01/10/2005,108500,2005,10,4,oranges
200510,212016,1.704141,1.905,1.69,1.62,0.3765708,213,01/10/2005,01/10/2005,108500,2005,10,4,orange juice
200510,212917,0.599893,0.66,0.64,0.41,0.1570151,213,01/10/2005,01/10/2005,108500,2005,10,4,Ketchup
200511,212709,0.2609886,0.3,0.24,0.19,0.0896844,214,01/11/2005,01/11/2005,104534,2005,11,4,oranges
200511,212515,1.426641,1.52,1.24,0.99,0.7696385,214,01/11/2005,01/11/2005,104534,2005,11,4,Tomatoes
200511,212917,0.612054,0.66,0.64,0.45,0.1459232,214,01/11/2005,01/11/2005,104534,2005,11,4,Ketchup
200511,212717,1.25792,1.32,1.19,1.07,0.3610689,214,01/11/2005,01/11/2005,104534,2005,11,4,apples
200511,212016,1.72728,1.99,1.69,1.62,0.363179,214,01/11/2005,01/11/2005,104534,2005,11,4,orange juice
200512,212717,1.253611,1.33,1.19,1.07,0.345799,215,01/12/2005,01/12/2005,109077,2005,12,4,apples
200512,212016,1.657698,1.85,1.69,1.62,0.3359456,215,01/12/2005,01/12/2005,109077,2005,12,4,orange juice
200512,212917,0.6129411,0.66,0.63,0.45,0.1455926,215,01/12/2005,01/12/2005,109077,2005,12,4,Ketchup
200512,212709,0.2592064,0.29,0.24,0.19,0.0888761,215,01/12/2005,01/12/2005,109077,2005,12,4,oranges
200512,212515,1.397547,1.5,1.15,1.05,0.791869,215,01/12/2005,01/12/2005,109077,2005,12,4,Tomatoes
200601,212717,1.261331,1.32,1.19,1.08,0.3467189,216,01/01/2006,01/01/2006,104610,2006,1,1,apples
200601,212709,0.260123,0.3,0.24,0.19,0.0865977,216,01/01/2006,01/01/2006,104610,2006,1,1,oranges
200601,212917,0.619418,0.66,0.63,0.45,0.1605283,216,01/01/2006,01/01/2006,104610,2006,1,1,Ketchup
200601,212515,1.452644,1.52,1.25,1.08,0.7711806,216,01/01/2006,01/01/2006,104610,2006,1,1,Tomatoes
200601,212016,1.681825,1.89,1.69,1.62,0.3504041,216,01/01/2006,01/01/2006,104610,2006,1,1,orange juice
200602,212917,0.6369849,0.66,0.63,0.45,0.1857199,217,01/02/2006,01/02/2006,100465,2006,2,1,Ketchup
200602,212515,1.502209,1.66,1.25,1.09,0.8711984,217,01/02/2006,01/02/2006,100465,2006,2,1,Tomatoes
200602,212709,0.2614226,0.3,0.22,0.19,0.0916083,217,01/02/2006,01/02/2006,100465,2006,2,1,oranges
200602,212016,1.692667,1.89,1.69,1.62,0.362609,217,01/02/2006,01/02/2006,100465,2006,2,1,orange juice
200602,212717,1.254937,1.32,1.19,1.08,0.3379422,217,01/02/2006,01/02/2006,100465,2006,2,1,apples
200603,212515,1.567519,1.69,1.3,1.19,0.876087,218,01/03/2006,01/03/2006,103882,2006,3,1,Tomatoes
200603,212016,1.647578,1.79,1.69,1.62,0.3938159,218,01/03/2006,01/03/2006,103882,2006,3,1,orange juice
200603,212917,0.6213542,0.66,0.63,0.45,0.1655397,218,01/03/2006,01/03/2006,103882,2006,3,1,Ketchup
200603,212709,0.2623228,0.3,0.225,0.19,0.1023813,218,01/03/2006,01/03/2006,103882,2006,3,1,oranges
200603,212717,1.248333,1.3,1.19,1.08,0.3235291,218,01/03/2006,01/03/2006,103882,2006,3,1,apples
200604,212917,0.6557754,0.69,0.63,0.45,0.2353602,219,01/04/2006,01/04/2006,107567,2006,4,2,Ketchup
200604,212709,0.2601539,0.3,0.225,0.19,0.1032595,219,01/04/2006,01/04/2006,107567,2006,4,2,oranges
200604,212016,1.682109,1.89,1.65,1.62,0.3836986,219,01/04/2006,01/04/2006,107567,2006,4,2,orange juice
200604,212515,1.642765,1.86,1.3,1.15,0.9482372,219,01/04/2006,01/04/2006,107567,2006,4,2,Tomatoes
200604,212717,1.271193,1.35,1.2,1.1,0.2429311,219,01/04/2006,01/04/2006,107567,2006,4,2,apples
200605,212515,1.763837,1.99,1.495,1.29,0.8440843,220,01/05/2006,01/05/2006,109228,2006,5,2,Tomatoes
200605,212709,0.2505555,0.29,0.22,0.19,0.0991301,220,01/05/2006,01/05/2006,109228,2006,5,2,oranges
200605,212016,1.726371,1.99,1.68,1.62,0.3585842,220,01/05/2006,01/05/2006,109228,2006,5,2,orange juice
200605,212717,1.32374,1.46,1.3,1.1,0.2614712,220,01/05/2006,01/05/2006,109228,2006,5,2,apples
200605,212917,0.6522165,0.69,0.63,0.45,0.2254937,220,01/05/2006,01/05/2006,109228,2006,5,2,Ketchup
200606,212917,0.6552284,0.69,0.63,0.45,0.227079,221,01/06/2006,01/06/2006,110194,2006,6,2,Ketchup
200606,212515,1.635188,1.7,1.39,1.28,0.8828599,221,01/06/2006,01/06/2006,110194,2006,6,2,Tomatoes
200606,212016,1.69771,1.99,1.65,1.62,0.3733808,221,01/06/2006,01/06/2006,110194,2006,6,2,orange juice
200606,212709,0.2566791,0.3,0.23,0.19,0.0916912,221,01/06/2006,01/06/2006,110194,2006,6,2,oranges
200606,212717,1.363186,1.49,1.3,1.19,0.2649649,221,01/06/2006,01/06/2006,110194,2006,6,2,apples
200607,212717,1.372468,1.49,1.3,1.19,0.2817252,222,01/07/2006,01/07/2006,107021,2006,7,3,apples
200607,212709,0.2609921,0.3,0.23,0.19,0.0936947,222,01/07/2006,01/07/2006,107021,2006,7,3,oranges
200607,212917,0.6575127,0.69,0.63,0.45,0.2323557,222,01/07/2006,01/07/2006,107021,2006,7,3,Ketchup
200607,212515,1.659767,1.74,1.4,1.29,0.754412,222,01/07/2006,01/07/2006,107021,2006,7,3,Tomatoes
200607,212016,1.716111,1.99,1.665,1.62,0.3526062,222,01/07/2006,01/07/2006,107021,2006,7,3,orange juice
200608,212515,1.588258,1.695,1.39,1.28,0.6834129,223,01/08/2006,01/08/2006,105147,2006,8,3,Tomatoes
200608,212709,0.2639081,0.3,0.23,0.19,0.0940461,223,01/08/2006,01/08/2006,105147,2006,8,3,oranges
200608,212717,1.425299,1.5,1.39,1.29,0.2706589,223,01/08/2006,01/08/2006,105147,2006,8,3,apples
200608,212917,0.6681643,0.69,0.63,0.45,0.2422879,223,01/08/2006,01/08/2006,105147,2006,8,3,Ketchup
200608,212016,1.696565,1.99,1.65,1.62,0.3596895,223,01/08/2006,01/08/2006,105147,2006,8,3,orange juice
200609,212917,0.6663861,0.69,0.63,0.45,0.2443558,224,01/09/2006,01/09/2006,105598,2006,9,3,Ketchup
200609,212717,1.434512,1.52,1.39,1.29,0.2516322,224,01/09/2006,01/09/2006,105598,2006,9,3,apples
200609,212709,0.264636,0.3,0.24,0.18,0.0919425,224,01/09/2006,01/09/2006,105598,2006,9,3,oranges
200609,212016,1.711691,1.99,1.65,1.62,0.3882545,224,01/09/2006,01/09/2006,105598,2006,9,3,orange juice
200609,212515,1.666423,1.76,1.45,1.29,0.7204095,224,01/09/2006,01/09/2006,105598,2006,9,3,Tomatoes
200610,212917,0.66235,0.69,0.63,0.45,0.2332919,225,01/10/2006,01/10/2006,106345,2006,10,4,Ketchup
200610,212717,1.398675,1.5,1.32,1.28,0.272375,225,01/10/2006,01/10/2006,106345,2006,10,4,apples
200610,212016,1.741861,1.99,1.68,1.62,0.3622968,225,01/10/2006,01/10/2006,106345,2006,10,4,orange juice
200610,212515,1.692688,1.74,1.43,1.29,0.89046,225,01/10/2006,01/10/2006,106345,2006,10,4,Tomatoes
200610,212709,0.2651779,0.3,0.25,0.18,0.0899541,225,01/10/2006,01/10/2006,106345,2006,10,4,oranges
200611,212515,1.660402,1.74,1.39,1.3,0.7772661,226,01/11/2006,01/11/2006,107067,2006,11,4,Tomatoes
200611,212717,1.395889,1.5,1.32,1.28,0.2635421,226,01/11/2006,01/11/2006,107067,2006,11,4,apples
200611,212709,0.2671539,0.3,0.25,0.18,0.0899011,226,01/11/2006,01/11/2006,107067,2006,11,4,oranges
200611,212917,0.6636816,0.69,0.63,0.45,0.2379693,226,01/11/2006,01/11/2006,107067,2006,11,4,Ketchup
200611,212016,1.742074,1.99,1.68,1.62,0.3534881,226,01/11/2006,01/11/2006,107067,2006,11,4,orange juice
200612,212515,1.596707,1.69,1.39,1.29,0.733291,227,01/12/2006,01/12/2006,107974,2006,12,4,Tomatoes
200612,212717,1.410595,1.5,1.345,1.28,0.2725562,227,01/12/2006,01/12/2006,107974,2006,12,4,apples
200612,212709,0.2816667,0.3,0.28,0.22,0.0827161,227,01/12/2006,01/12/2006,107974,2006,12,4,oranges
200612,212917,0.6591371,0.69,0.63,0.45,0.2349072,227,01/12/2006,01/12/2006,107974,2006,12,4,Ketchup
200612,212016,1.721397,1.99,1.665,1.62,0.3486188,227,01/12/2006,01/12/2006,107974,2006,12,4,orange juice
200701,212016,1.738258,1.99,1.665,1.62,0.3836775,228,01/01/2007,01/01/2007,94734,2007,1,1,orange juice
200701,212515,1.734049,1.89,1.48,1.32,0.7936392,228,01/01/2007,01/01/2007,94734,2007,1,1,Tomatoes
200701,212917,0.6728814,0.69,0.63,0.63,0.2289555,228,01/01/2007,01/01/2007,94734,2007,1,1,Ketchup
200701,212709,0.2895968,0.32,0.29,0.25,0.0849186,228,01/01/2007,01/01/2007,94734,2007,1,1,oranges
200701,212717,1.413621,1.52,1.38,1.28,0.2590894,228,01/01/2007,01/01/2007,94734,2007,1,1,apples
200702,212717,1.403699,1.52,1.36,1.28,0.2562997,229,01/02/2007,01/02/2007,94993,2007,2,1,apples
200702,212016,1.767143,1.99,1.68,1.62,0.3713908,229,01/02/2007,01/02/2007,94993,2007,2,1,orange juice
200702,212709,0.285144,0.3,0.29,0.25,0.083227,229,01/02/2007,01/02/2007,94993,2007,2,1,oranges
200702,212515,1.777717,1.85,1.55,1.39,0.7669514,229,01/02/2007,01/02/2007,94993,2007,2,1,Tomatoes
200702,212917,0.6902841,0.735,0.69,0.58,0.2205485,229,01/02/2007,01/02/2007,94993,2007,2,1,Ketchup
200703,212515,1.72962,1.79,1.59,1.39,0.7755396,230,01/03/2007,01/03/2007,99770,2007,3,1,Tomatoes
200703,212717,1.414903,1.52,1.35,1.28,0.2658317,230,01/03/2007,01/03/2007,99770,2007,3,1,apples
200703,212917,0.7068157,0.75,0.69,0.59,0.2338693,230,01/03/2007,01/03/2007,99770,2007,3,1,Ketchup
200703,212016,1.734148,1.99,1.65,1.62,0.3938641,230,01/03/2007,01/03/2007,99770,2007,3,1,orange juice
200703,212709,0.2838697,0.3,0.29,0.25,0.0855703,230,01/03/2007,01/03/2007,99770,2007,3,1,oranges
200704,212717,1.422461,1.52,1.35,1.285,0.2626617,231,01/04/2007,01/04/2007,101168,2007,4,2,apples
200704,212709,0.2864093,0.32,0.29,0.25,0.0798681,231,01/04/2007,01/04/2007,101168,2007,4,2,oranges
200704,212515,2.011718,2.18,1.8,1.55,0.6791219,231,01/04/2007,01/04/2007,101168,2007,4,2,Tomatoes
200704,212016,1.758872,1.99,1.65,1.62,0.3653343,231,01/04/2007,01/04/2007,101168,2007,4,2,orange juice
200704,212917,0.7017127,0.75,0.69,0.69,0.2247736,231,01/04/2007,01/04/2007,101168,2007,4,2,Ketchup
200705,212016,1.786963,1.99,1.75,1.62,0.3665333,232,01/05/2007,01/05/2007,102992,2007,5,2,orange juice
200705,212717,1.448039,1.59,1.45,1.29,0.2653702,232,01/05/2007,01/05/2007,102992,2007,5,2,apples
200705,212515,1.800153,1.96,1.69,1.49,0.626064,232,01/05/2007,01/05/2007,102992,2007,5,2,Tomatoes
200705,212917,0.7131318,0.75,0.69,0.68,0.2382732,232,01/05/2007,01/05/2007,102992,2007,5,2,Ketchup
200705,212709,0.2927203,0.32,0.29,0.25,0.0821576,232,01/05/2007,01/05/2007,102992,2007,5,2,oranges
200706,212709,0.2946094,0.31,0.29,0.245,0.0810026,233,01/06/2007,01/06/2007,104456,2007,6,2,oranges
200706,212515,1.750152,1.85,1.65,1.49,0.612502,233,01/06/2007,01/06/2007,104456,2007,6,2,Tomatoes
200706,212016,1.791172,1.99,1.68,1.62,0.3552988,233,01/06/2007,01/06/2007,104456,2007,6,2,orange juice
200706,212717,1.448941,1.59,1.45,1.29,0.2660369,233,01/06/2007,01/06/2007,104456,2007,6,2,apples
200706,212917,0.7361828,0.76,0.68,0.68,0.2721108,233,01/06/2007,01/06/2007,104456,2007,6,2,Ketchup
200707,212717,1.446877,1.59,1.45,1.3,0.2523684,234,01/07/2007,01/07/2007,103584,2007,7,3,apples
200707,212917,0.7245455,0.76,0.68,0.68,0.2616741,234,01/07/2007,01/07/2007,103584,2007,7,3,Ketchup
200707,212515,1.740532,1.86,1.69,1.4,0.610128,234,01/07/2007,01/07/2007,103584,2007,7,3,Tomatoes
200707,212709,0.2953697,0.32,0.29,0.24,0.0773686,234,01/07/2007,01/07/2007,103584,2007,7,3,oranges
200707,212016,1.720226,1.99,1.62,1.62,0.3729682,234,01/07/2007,01/07/2007,103584,2007,7,3,orange juice
200708,212016,1.739923,1.99,1.65,1.61,0.3884625,235,01/08/2007,01/08/2007,103198,2007,8,3,orange juice
200708,212709,0.2970356,0.32,0.29,0.24,0.0781705,235,01/08/2007,01/08/2007,103198,2007,8,3,oranges
200708,212515,1.739808,1.85,1.69,1.31,0.7128607,235,01/08/2007,01/08/2007,103198,2007,8,3,Tomatoes
200708,212717,1.460412,1.59,1.47,1.3,0.2545776,235,01/08/2007,01/08/2007,103198,2007,8,3,apples
200708,212917,0.7553535,0.83,0.68,0.68,0.289208,235,01/08/2007,01/08/2007,103198,2007,8,3,Ketchup
200709,212717,1.46252,1.59,1.49,1.3,0.2280301,236,01/09/2007,01/09/2007,103769,2007,9,3,apples
200709,212515,1.815341,1.96,1.7,1.395,0.6923904,236,01/09/2007,01/09/2007,103769,2007,9,3,Tomatoes
200709,212917,0.7630256,0.83,0.68,0.68,0.2982536,236,01/09/2007,01/09/2007,103769,2007,9,3,Ketchup
200709,212709,0.2977186,0.32,0.29,0.24,0.0774703,236,01/09/2007,01/09/2007,103769,2007,9,3,oranges
200709,212016,1.818889,2.07,1.85,1.62,0.3551491,236,01/09/2007,01/09/2007,103769,2007,9,3,orange juice
200710,212717,1.449124,1.59,1.48,1.3,0.2518683,237,01/10/2007,01/10/2007,105114,2007,10,4,apples
200710,212917,0.7746759,0.89,0.68,0.68,0.2817898,237,01/10/2007,01/10/2007,105114,2007,10,4,Ketchup
200710,212016,1.802481,2.07,1.75,1.68,0.3540446,237,01/10/2007,01/10/2007,105114,2007,10,4,orange juice
200710,212709,0.2981538,0.34,0.29,0.24,0.0823805,237,01/10/2007,01/10/2007,105114,2007,10,4,oranges
200710,212515,1.862045,1.96,1.75,1.49,0.7637696,237,01/10/2007,01/10/2007,105114,2007,10,4,Tomatoes
200711,212717,1.459051,1.6,1.48,1.3,0.2732562,238,01/11/2007,01/11/2007,107436,2007,11,4,apples
200711,212515,1.847593,1.96,1.7,1.49,0.8393955,238,01/11/2007,01/11/2007,107436,2007,11,4,Tomatoes
200711,212709,0.2950186,0.33,0.29,0.24,0.0820203,238,01/11/2007,01/11/2007,107436,2007,11,4,oranges
200711,212016,1.773088,2.07,1.75,1.68,0.3927953,238,01/11/2007,01/11/2007,107436,2007,11,4,orange juice
200711,212917,0.7647706,0.89,0.68,0.68,0.2823,238,01/11/2007,01/11/2007,107436,2007,11,4,Ketchup
200712,212917,0.7669725,0.87,0.68,0.67,0.2933393,239,01/12/2007,01/12/2007,107286,2007,12,4,Ketchup
200712,212709,0.2947328,0.33,0.29,0.25,0.0820039,239,01/12/2007,01/12/2007,107286,2007,12,4,oranges
200712,212515,1.869283,1.96,1.74,1.53,0.7555551,239,01/12/2007,01/12/2007,107286,2007,12,4,Tomatoes
200712,212717,1.473004,1.6,1.47,1.3,0.2753477,239,01/12/2007,01/12/2007,107286,2007,12,4,apples
200712,212016,1.794748,2.07,1.68,1.68,0.3609555,239,01/12/2007,01/12/2007,107286,2007,12,4,orange juice
200801,212917,0.7734091,0.84,0.68,0.67,0.3073242,240,01/01/2008,01/01/2008,102691,2008,1,1,Ketchup
200801,212709,0.3034749,0.34,0.29,0.25,0.0810415,240,01/01/2008,01/01/2008,102691,2008,1,1,oranges
200801,212016,1.821185,2.07,1.75,1.68,0.3427175,240,01/01/2008,01/01/2008,102691,2008,1,1,orange juice
200801,212717,1.45648,1.6,1.49,1.3,0.2730249,240,01/01/2008,01/01/2008,102691,2008,1,1,apples
200801,212515,1.91,1.99,1.75,1.5,0.7706574,240,01/01/2008,01/01/2008,102691,2008,1,1,Tomatoes
200802,212709,0.3075197,0.34,0.29,0.26,0.0802993,241,01/02/2008,01/02/2008,100511,2008,2,1,oranges
200802,212016,1.810534,2.07,1.75,1.68,0.3602079,241,01/02/2008,01/02/2008,100511,2008,2,1,orange juice
200802,212917,0.7741315,0.84,0.67,0.67,0.3085248,241,01/02/2008,01/02/2008,100511,2008,2,1,Ketchup
200802,212717,1.461017,1.6,1.48,1.285,0.2644686,241,01/02/2008,01/02/2008,100511,2008,2,1,apples
200802,212515,1.852064,1.89,1.695,1.49,0.7981017,241,01/02/2008,01/02/2008,100511,2008,2,1,Tomatoes
200803,212917,0.7807339,0.87,0.67,0.62,0.3412547,242,01/03/2008,01/03/2008,105118,2008,3,1,Ketchup
200803,212717,1.484303,1.65,1.48,1.3,0.2700006,242,01/03/2008,01/03/2008,105118,2008,3,1,apples
200803,212016,1.771045,1.99,1.68,1.63,0.3474077,242,01/03/2008,01/03/2008,105118,2008,3,1,orange juice
200803,212709,0.3095385,0.35,0.29,0.26,0.0784686,242,01/03/2008,01/03/2008,105118,2008,3,1,oranges
200803,212515,1.880623,1.99,1.74,1.49,0.7825012,242,01/03/2008,01/03/2008,105118,2008,3,1,Tomatoes
200804,212515,1.88707,1.99,1.74,1.49,0.7271402,243,01/04/2008,01/04/2008,99887,2008,4,2,Tomatoes
200804,212016,1.787111,2.07,1.69,1.63,0.3753085,243,01/04/2008,01/04/2008,99887,2008,4,2,orange juice
200804,212917,0.8069585,0.96,0.67,0.62,0.3698297,243,01/04/2008,01/04/2008,99887,2008,4,2,Ketchup
